TF pair	Coregulation coefficient	#genes shared	List of genes shared
PHO2:MSS11	1.16333	1	AAD3
MGA1:IXR1	1.16387	1	YOR315W
PHD1:FKH2	1.16387	10	AMN1:ATR1:CIS3:CUP9:PPN1:RIM4:RMI1:YHP1:YPL025C:ZMS1
CYC8:UME6	1.16414	1	IME1
TEC1:GAT1	1.16482	3	HIM1:SPS2:YDR210W
DAL81:PHD1	1.16575	7	BAP2:DIP5:GAT2:GID8:GIT1:ICY1:YEL007W
MIG2:RTG1	1.16604	1	YMR098C
RPH1:SKN7	1.16615	5	CPR1:HOM2:RPA14:YDR154C:YDR157W
ADR1:IXR1	1.16618	1	YDR084C
YAP1:MET4	1.16679	2	CYS3:DFR1
ARO80:INO4	1.16713	1	UTR2
LEU3:YAP1	1.16744	4	DFR1:MAK32:TAL1:YCR018CA
YFL044C:YOX1	1.16849	2	PAC2:UBX3
DAL80:YOX1	1.16867	9	KNH1:UGA4:YDR042C:YDR084C:YDR544C:YNL337W:YNL338W:YRF11:YRF16
RGT1:SOK2	1.1689	1	MIG3
PHO2:ARR1	1.16959	1	AAD3
ABF1:INO4	1.17013	5	ACS1:CDS1:FAS1:YAL053W:YBR030W
CBF1:ARG81	1.17013	4	BUD27:CPA1:EPL1:YOR302W
HMLALPHA1:SOK2	1.17027	1	SGA1
UGA3:PLM2	1.1703	4	UGA4:VMA13:YDR544C:YRF11
HMS2:HAL9	1.17137	1	STB4
NRG1:GAT1	1.17196	7	ENA1:ERG26:MAK32:RSM10:YCR018CA:YDR042C:YMR258C
DAL81:GCR1	1.17267	2	GAP1:KAE1
LEU3:YOX1	1.17343	10	BAT1:ERG26:MAK32:SED1:SET5:YCR018CA:YDR042C:YDR278C:YNL337W:YRF16
MET32:SOK2	1.17393	8	ECM17:IML1:SED1:XDJ1:YDR544C:YLR089C:YRF11:ZRT1
PDR1:PHD1	1.17451	7	HXT9:PDR11:SNQ2:YIL174W:YIL175W:YPR202W:YPR203W
YAP5:ACE2	1.17452	10	AFG2:FRS2:GAT1:MSR1:MUM2:UTH1:VPS55:YER188CA:YER189W:YRF12
MET32:HAP4	1.17519	4	MET14:YDR544C:YER189W:YRF11
PLM2:ARG81	1.17785	3	IMP3:MRPL6:YFR057W
MAL33:FKH2	1.1779	3	MRPL4:WSC4:YHL029C
DAL81:GZF3	1.17943	3	GAP1:UGA4:YMR098C
DAL81:TYE7	1.17963	5	CWP2:MNN1:MSI1:YDR042C:YKL097C
RIM101:FKH2	1.18182	6	ATR1:ERG26:HSP30:UTH1:YKR040C:YMR258C
THI2:INO4	1.18217	1	PHO5
TEC1:FKH2	1.1824	6	BPT1:CWP2:RAX2:SIM1:YKL097C:YOR315W
MAL33:GAT3	1.18259	1	YER189W
SWI5:MCM1	1.18283	8	CDC6:HSP150:MFA2:PIR1:PIR3:YGP1:YJL160C:YNL146CA
YAP6:MET4	1.18403	3	DFR1:RPS19A:YEL047C
ADR1:PHO4	1.18408	3	UBX3:YFR044C:YFR045W
HCM1:YOX1	1.18445	33	ASE1:CDC12:COS3:COS8:DHH1:FYV5:GGA2:HOS2:MAK32:OSW1:PEP5:PRD1:SEC63:STE7:TKL1:VMA13:YAR009C:YCR018CA:YCS4:YHL049C:YLL065W:YLL066C:YLL067C:YLR035CA:YML133C:YMR324C:YMR325W:YNL337W:YNL338W:YPL056C:YPR002CA:YRF16:YRF17
RDS1:ARO80	1.18469	1	STB6
STB4:MCM1	1.18511	2	HOF1:YMR031C
RPN4:YAP6	1.18548	12	ERG26:HSH49:IWR1:MFA2:RNT1:RPL23A:YDL114W:YEL070W:YNL337W:YNL338W:YOR318C:YRF16
MET32:AZF1	1.18553	1	RPA34
INO2:ARG81	1.18567	1	PHO5
RME1:RAP1	1.18571	4	RPL22B:RPL33A:RPL41A:YFL034W
INO2:LEU3	1.18708	2	RNH202:YDR278C
UME6:RAP1	1.18728	15	APL4:CDC19:CSR2:DDR2:DPB11:ENO1:FRS2:GAT1:OPI3:SIP4:SWI1:UBI4:YLL037W:YOR338W:YPL017C
MIG2:FKH1	1.18811	3	HXT1:IFM1:SWI5
RDS1:YAP5	1.18913	4	AAD3:ADH7:FRQ1:VPS74
MOT3:GAL4	1.1892	2	AFG2:CYC1
RCS1:HAP1	1.18928	19	AAC1:ASK1:COX13:CRR1:CYB5:DLD1:FRE1:FRE4:FTR1:LSM5:MPH1:SFK1:YDL173W:YDR543C:YGL160W:YGL193C:YIP5:YIR003W:YNL337W
DAL81:SOK2	1.19048	13	CPS1:CWP2:DAL1:DAL4:DAL5:DUR3:GAT2:GID8:MNN1:RFA3:XDJ1:YKL097C:YLR089C
PHD1:RAP1	1.19099	11	ERG5:MSN4:SWI1:SYC1:TIP1:YEL074W:YEL075C:YEL076C:YEL076CA:YKL063C:YPL017C
UPC2:MAC1	1.19388	1	YJR100C
PHO4:YAP1	1.19402	6	LSM3:MRPL4:PHO81:YER078C:YER078WA:YER079W
RCS1:MSN2	1.19422	23	ASK1:CRR1:FRE1:HMRA2:LIN1:MOT2:MRS4:PEX32:POP7:PRP22:RCR2:REC104:SFK1:STB4:TOM1:UPF3:YDR042C:YDR084C:YDR455C:YER066CA:YGR071C:YMR086CA:YMR087W
GZF3:GCR1	1.19445	1	GAP1
SWI6:MOT3	1.19445	4	AGA1:UTH1:YKR040C:YOR315W
ZAP1:SWI6	1.19467	2	EGD2:MDM31
RIM101:HAP1	1.19551	5	ERG26:FRE4:ROX1:UTH1:YKR040C
YHP1:SOK2	1.19593	16	CPR8:FEN2:IME1:KIN1:PEP5:TKL1:VMA13:XDJ1:YAR009C:YLL065W:YLL066C:YLL067C:YLR035CA:YLR089C:YNL338W:YRF16
PDR1:MET31	1.19638	2	EGD2:MDM31
YAP3:YOX1	1.19664	3	MFA2:MRPL24:YAR009C
ARG81:RAP1	1.19698	3	CPA1:PHO5:YOR302W
THI2:RCS1	1.19735	7	ARN1:ARN2:PRP3:SPO20:UPF3:YGR071C:YHL039W
PHO2:DAL81	1.19803	5	GIT1:LAP4:MCH4:OPT2:PRP22
RDS1:CHA4	1.19846	1	ERG28
HCM1:YAP1	1.19849	13	BPL1:CRD1:GRE2:HEK2:MAK32:MCH4:PAU4:RIB1:YCR018CA:YDR132C:YLR460C:YNL134C:YPR002CA
SWI5:STE12	1.19853	15	AMN1:CDC6:CHS1:CRH1:MFA2:PCL2:PRY3:SCW11:SEN2:SRD1:YAR009C:YER138C:YGP1:YLR035CA:YNL146CA
TEC1:RPH1	1.19911	2	AAD3:BPT1
RME1:MCM1	1.19976	3	PHO90:YIL158W:YJL200C
IXR1:BAS1	1.20004	1	YDR084C
HMS2:TOS4	1.2003	4	TAZ1:TIR1:UTH1:VPS66
STE12:CST6	1.20129	3	COY1:KAR5:YKL177W
STE12:SKN7	1.20211	24	AMN1:CHS1:CWP2:FKS3:GAT2:GIC2:GID8:HSP42:MAK32:MFA2:MSB2:NRG2:RAX2:RPS3:SCW10:TCB2:UTH1:YCR018CA:YKL097C:YKR040C:YMR304CA:YOR315W:YOR343CA:YOR343CB
THI2:MBP1	1.20261	5	ERG26:MAK32:YCR018CA:YDR048C:YJR011C
STP2:YAP7	1.20336	1	BAP2
SWI5:CHA4	1.20404	3	YER189W:YMR135WA:YRF12
YAP1:SOK2	1.20528	14	AAP1':CTT1:ENA1:GRE2:MAK32:MRPL24:PAU4:RSM10:TCB2:YAP6:YCR018CA:YHR048W:YLR460C:YPR002CA
RPN4:ACE2	1.2056	7	AAD16:AAD6:BMH1:ERG6:MCM2:RPS30A:YAP1
XBP1:YOX1	1.20861	11	SED1:UTH1:YDR544C:YIL171W:YIL172C:YKR040C:YNL337W:YNL338W:YRF11:YRF13:YRF16
STP4:TOS4	1.21021	1	YNL337W
THI2:HMS2	1.21168	1	SPO20
YFL044C:HSF1	1.21241	1	UBX3
MSN4:ROX1	1.21282	14	BSC3:DFR1:MSR1:YBL111C:YDR042C:YDR544C:YHR048W:YLR463C:YMR315W:YNL134C:YNL337W:YRF11:YRF15:YRF16
REB1:MIG2	1.21289	4	CAT8:GAL1:GAL10:SWI5
STE12:SPT23	1.21329	3	MAK32:YCR018CA:YDR210WD
SWI6:MSN2	1.21366	13	CCW12:CUE4:CWP1:GAT2:GID8:SKM1:TSL1:TYE7:YDR132C:YJR054W:YLR111W:YML102CA:YOL114C
RIM101:MCM1	1.21592	5	DIT1:RNH202:UTH1:YDR278C:YKR040C
PDR3:ROX1	1.2161	2	HXT11:HXT9
RPH1:XBP1	1.21691	2	AAD3:ADH7
ACE2:MAC1	1.21763	3	AFG2:EGD2:MDM31
ASH1:INO4	1.21802	1	INO1
GLN3:RPH1	1.21901	3	MRPL4:RIX7:YLL033W
MET32:PPR1	1.21921	1	BUB1
NRG1:MSN2	1.2198	15	BDH1:CCP1:CWP1:GAT2:GID8:GPT2:ISU2:MGA1:PDR12:SNQ2:YDR010C:YDR042C:YDR132C:YGR050C:YOR227W
CYC8:SWI4	1.22129	1	HAP1
SWI4:MIG1	1.2217	4	APT2:GAC1:PDC1:YDR442W
ARO80:RCS1	1.22264	7	ASK1:ATH1:CCL1:SFK1:SPS1:VIK1:YPL251W
GAT1:SKO1	1.22264	1	ENA1
GCN4:HAL9	1.22378	5	PHO90:STB4:YDR084C:YGR271CA:YJL200C
SMP1:PHO4	1.22419	5	CTF19:MNN1:VIK1:VTC3:YPL251W
CHA4:RAP1	1.22466	4	HMLALPHA1:HMLALPHA2:MATALPHA1:MATALPHA2
FKH2:MET31	1.22624	3	MRPL4:PLM2:RPL37B
CBF1:HAP1	1.2263	16	COX4:CYT1:ERG25:GSH1:LSB6:MSN2:OLE1:PUT1:QCR10:QCR6:RIP1:SCM4:SDS23:SLS1:YEL025C:YNG1
FKH2:RAP1	1.2271	14	BDF1:FIR1:FRS2:GAT1:PHO5:PLM2:PMA1:PMP1:RPL37B:RPS1B:SSF2:TEM1:YLR400W:YPT31
GZF3:ARG81	1.22835	1	YDR084C
DAT1:TYE7	1.2291	1	ERG26
GCN4:STB4	1.22955	3	VAS1:YBR047W:ZTA1
REB1:YRR1	1.2297	2	PRP22:UBR1
YHP1:PPR1	1.23031	2	YDL156W:YDL157C
PUT3:LEU3	1.23057	4	GTS1:INH1:YOR271C:YTM1
RTG3:MBP1	1.23112	11	AFG2:ENA1:GDH3:MAK32:MRPL24:RSM10:YCR018CA:YDR084C:YDR210WD:YFR017C:YJR011C
SKO1:YAP7	1.23145	2	ENA1:FSH1
SIP4:HAP1	1.23228	2	YER189W:YRF12
YOX1:TYE7	1.23355	14	ADH4:CKB2:ERG26:HIR2:LHP1:MNT2:SLC1:VMA5:YDL121C:YDR042C:YDR131C:YFH1:YMR324C:YMR325W
UGA3:INO4	1.23395	1	SAC6
MET32:MAC1	1.23433	2	CTA1:RPA34
YAP3:TYE7	1.23548	1	ECM15
MGA1:RLM1	1.23747	2	NFT1:YOR315W
MBP1:HAC1	1.23785	2	MAK32:YCR018CA
GAT3:MET4	1.23808	1	MET14
GCN4:YAP1	1.23937	12	ADO1:ARO8:ATR1:CPA2:HIS3:LYS20:MCH4:RRI2:SOD1:YDR084C:YGL117W:YMR1
MAL33:HAL9	1.24023	1	YER134C
SUM1:MGA1	1.24046	2	FAT1:YOR315W
UME6:CBF1	1.24091	22	ACS1:ARO9:CDC34:GNP1:GTR1:ICY1:IZH4:LSM4:PKH2:PST1:RIP1:SFC1:SMT3:SPL2:SWI4:ULP2:YAL053W:YEL025C:YIL032C:YJR119C:YJR120W:YML122C
RTG3:BAS1	1.24105	3	AFG2:MAK31:YDR084C
ABF1:STB4	1.24158	4	ANT1:DCP2:MLS1:SCD6
RAP1:ARR1	1.24246	2	MATALPHA1:MATALPHA2
PHO2:SUT1	1.24311	3	ACA1:ERG26:SED1
HMRA1:STE12	1.24486	1	STE3
RCS1:YAP3	1.24517	3	EXO84:FIG1:SIF2
ARG81:MSN2	1.24538	3	YDR084C:YMR086CA:YMR087W
SOK2:YAP7	1.24545	19	AAD4:CUP12:DCS2:ENA1:GRE2:HEM3:IZH3:MAK32:MRPL24:RSM10:RTN2:TCB2:URA8:VPS25:YCR018CA:YDL242W:YHR048W:YKL071W:YLR460C
YDR520C:YOX1	1.24548	1	APE3
MIG1:MSN2	1.24606	4	HXK1:SUC2:TPS1:YLR042C
DAL81:YAP7	1.2465	9	ARG1:ARG3:BAP2:CPA2:DAL7:LAP4:MCH4:YDR042C:YMR1
RCS1:MGA1	1.24748	9	AAD3:ADH7:ARF3:MPE1:PEX32:POP7:THG1:TOA2:YOR093C
STE12:PHD1	1.24804	16	AMN1:CUP9:FKS3:GAT2:GIC2:GID8:GPA1:MRS1:MUC1:PCL1:PRY2:RPS3:SCW10:UTR2:YKR011C:YMR304CA
YAP5:YOX1	1.24919	30	BPH1:COS3:COS8:DHH1:FAU1:PEP5:PUP3:RAD51:RNR3:RPS14A:SSA3:STE7:TKL1:UTH1:VMA13:YAR009C:YCS4:YDR544C:YHL049C:YLL065W:YLL066C:YLL067C:YLR035CA:YML133C:YNL337W:YNL338W:YRF11:YRF13:YRF16:YRF17
STP1:YAP7	1.2494	6	ARG1:BAP2:MAK32:YCR018CA:YDR042C:YDR084C
PLM2:YRR1	1.24976	2	YDR286C:YDR287W
YHP1:YOX1	1.25238	21	ADH4:HMRA2:HST4:KIN3:MNT2:NOG1:PEP5:PLC1:RVB1:SEC62:SSA3:TKL1:VMA13:YAR009C:YLL065W:YLL066C:YLL067C:YLR035CA:YMR289W:YNL338W:YRF16
TEC1:ARO80	1.25274	2	GPA1:UTR2
THI2:HAP4	1.25318	3	ECM15:ERG26:PRP3
MBP1:XBP1	1.25344	8	ACA1:CLN1:DPB2:FKS3:GIC2:SCW10:YMR304CA:YPR174C
GAT3:ACE2	1.25475	3	MSR1:YER188CA:YER189W
YAP1:RLM1	1.2549	4	MAK32:SPS4:YCR018CA:YOR315W
PHO2:MSN4	1.25752	9	MKC7:MRPL4:PRP22:TAF12:TDH3:TRP4:YCR022C:YJR011C:ZWF1
MET32:PDR1	1.25805	4	RPL23A:YDR544C:YER189W:YRF11
HMLALPHA2:RAP1	1.25817	1	HMLALPHA1
HAP1:AZF1	1.25833	2	ERG6:YAP1
RPH1:GCR1	1.25865	1	BMH1
SFP1:ROX1	1.25909	5	MRM2:RPA34:RPL1B:RPS19A:YOR315W
HAP4:SOK2	1.2595	15	COR1:COS1:HEM3:MNN1:YBL029W:YBL044W:YDR544C:YHL049C:YLL065W:YLL066C:YNL337W:YNL338W:YRF11:YRF16:YRF17
BAS1:SFP1	1.25952	2	HSC82:RPL22A
SUT1:SIP4	1.25992	1	PCK1
SUT1:STE12	1.26033	8	CUP9:CWP1:GAT2:GID8:PRM4:RCK1:RPS3:YOL159C
YAP5:HAL9	1.2624	5	COS1:PAU4:YLR460C:YNL337W:YRF16
MET28:MSN4	1.26366	2	MKC7:TAF12
HAC1:PHO4	1.26374	1	YFR026C
YAP5:SIP4	1.26384	3	ICL1:YER189W:YRF12
PHO2:ROX1	1.26408	7	AAD3:ADE5,7:GIT1:IDH1:NCE103:SED1:SPO19
HCM1:HAL9	1.26475	6	PAU4:PHO90:YLR460C:YNL134C:YNL337W:YRF16
SUM1:AZF1	1.26614	1	YDR042C
MAL33:MOT3	1.26742	1	AFG2
SRD1:YOX1	1.26742	1	YFR017C
STE12:FKH1	1.26765	17	AFR1:BAR1:BUD8:CDC20:CIK1:CUP9:CWP2:GAS5:MFA2:OPY2:SCW11:SIL1:SWI5:VTI1:YKL097C:YNL146CA:YOR315W
PDR1:ARG81	1.26831	2	EGD2:MDM31
PDR3:HSF1	1.26831	2	SNQ2:YMR258C
SWI5:SIP4	1.26911	2	YER189W:YRF12
SUM1:SIP4	1.27048	1	SPS2
GLN3:PHD1	1.27095	8	CLN3:DIP5:ERG11:GCN4:HCM1:SPO20:YCR064C:YEL007W
MBP1:PHO2	1.27177	10	ACA1:ERG26:HO:MKC7:MRPL4:RNH202:SEN1:TAF12:YJR011C:YLR428C
DAL81:MET4	1.27226	2	MUP1:YDR065W
MET28:YOX1	1.27285	3	IZH3:MKC7:TAF12
PDR3:MET32	1.27291	1	YOL083W
STP2:YOX1	1.27291	2	MSH4:YFL002WB
HCM1:RIM101	1.27388	9	HOT1:HXT15:IME2:MAK32:RPI1:YCR018CA:YDR089W:YMR171C:YPR109W
PDR3:CIN5	1.27475	3	FLR1:HXT11:HXT9
STP4:NRG1	1.27518	1	HXT2
CAD1:YHP1	1.2762	4	ARN1:YHL039W:YLL065W:YLL066C
MOT3:GCR1	1.27665	1	CYC1
FKH1:DAL81	1.27679	8	CHA1:CWP2:GLN1:OPT2:VAC17:YKL097C:YOR315W:YPR195C
CIN5:GCR1	1.27697	4	GAP1:PDC1:SBP1:TDH3
HMS2:TYE7	1.27713	2	BIR1:YJR088C
NRG1:PIP2	1.27723	5	APD1:GAL1:GAL10:TBS1:XBP1
RPN4:AZF1	1.27754	2	ERG6:YAP1
NRG1:RPH1	1.27808	5	AAD3:ADH7:VIK1:YFR017C:YPL251W
MAL33:ASH1	1.27909	1	AAD3
RDS1:PHO2	1.27926	2	AAD3:ZWF1
HAP4:RAP1	1.28073	11	BSC3:HMLALPHA1:HMLALPHA2:MATALPHA1:MATALPHA2:YDR544C:YLR463C:YNL338W:YRF11:YRF15:YRF16
MSN4:MSN1	1.28073	1	HSP12
UGA3:MSN2	1.28246	4	LIN1:REC104:YDR084C:YDR210WD
HAC1:SKN7	1.28254	2	MAK32:YCR018CA
TEC1:CHA4	1.28295	2	YER189W:YRF12
SWI4:HAP1	1.28365	12	CWP2:FTR1:LSM5:MOT3:PDR16:SKM1:UTH1:YKL097C:YKR040C:YLR255C:YLR256WA:YOL114C
RPN4:RCS1	1.28372	21	BUD27:CCC2:CTH1:CYB5:EPL1:GIR2:HSC82:HSH49:OST1:PET123:PRE3:PUP1:RPN2:RPO21:RPT1:RPT2:RPT5:SOG2:YKL147C:YNL337W:YOR318C
STP1:PHO4	1.28497	4	BMS1:PRP3:YCR095C:YPL216W
PHO4:DAL81	1.28617	6	CHA1:CPS1:GIT1:MNN1:RFA3:VAC17
PHO2:SWI5	1.28625	6	GCS1:HO:HSP150:MRPL4:SHS1:ZWF1
NRG1:PHO4	1.28662	10	APT2:GTR1:MNN1:PDR8:PHO89:VIK1:YDR442W:YLR267W:YML122C:YPL251W
PLM2:DAT1	1.28683	2	YDR544C:YRF11
CST6:AFT2	1.28758	2	YER189W:YRF12
SWI4:PHO4	1.28797	9	APT2:LSM3:MNN1:MRPL4:QDR2:YDR442W:YER078C:YER078WA:YER079W
MET28:TYE7	1.28816	1	MET10
NRG1:HMS2	1.28849	4	MGA1:RPI1:SPO20:TIR1
REB1:YAP3	1.28882	2	CDC9:ENT1
SMP1:STP1	1.28936	4	GRX5:YGR283C:YIL002WA:YPL060CA
HAP4:RTG1	1.28965	3	CIT1:TIM11:YGR272C
HSF1:YAP7	1.28982	12	AHP1:CUP11:CUP12:DAL7:DRE2:FSH1:MMT1:RPN4:SNQ2:YDR010C:YLR108C:YMR258C
SWI6:ARG81	1.29004	3	CAR2:EGD2:MDM31
HMS1:ROX1	1.29032	1	YDR042C
STB5:GAL4	1.29107	2	SNQ2:YDR010C
MGA1:MSN4	1.29148	6	DOS2:PEX32:POP7:YBL059W:YDR067C:YJR054W
ARG81:FKH2	1.29154	3	CUP9:PHO5:YBR094W
MSN4:MOT3	1.29235	5	BTN2:HSP30:SUC2:YBR012C:YBR013C
BAS1:TOS4	1.2924	6	ADE12:HIS1:JEN1:MET6:SRY1:STR3
IXR1:FHL1	1.29278	4	RPL23A:RPS31:SEC10:TRS31
MSN4:AFT2	1.29279	15	ISU2:MRPL4:MRS4:MSR1:SOD2:YDR544C:YER189W:YHR033W:YMR086CA:YMR087W:YNL337W:YOR227W:YRF11:YRF12:ZWF1
PUT3:ROX1	1.29379	9	AAD3:ADH7:COQ6:FET4:GND2:OLE1:SPO20:YEL070W:YHR048W
CYC8:MSN2	1.29433	1	SUC2
SWI5:HAP1	1.29487	9	DLD1:ERG25:HOR7:YDL173W:YDR543C:YER189W:YRF11:YRF12:YRF13
DAL81:YAP1	1.29612	7	CPA2:GLY1:IES6:MCH4:YEL045C:YMR1:YOR315W
SKN7:HAP4	1.29647	13	ATP1:ATP14:BNA2:MIR1:MNN1:RPM2:UFO1:YBL029CA:YBL029W:YJR079W:YLR294C:YLR296W:YML089C
UPC2:TOS8	1.29672	4	BIR1:MNT3:YFR007W:YJR088C
SWI6:SOK2	1.29685	21	CWP2:EXG1:FKS1:GAT2:GIC2:GID8:HLR1:HO:MNN1:PPN1:RMI1:RPL15B:SKS1:SPO20:UTR2:YBL029W:YHP1:YKL097C:YMR122WA:YPL025C:YPL056C
MET28:TOS4	1.29895	2	RAM1:YDL089W
RTG3:ROX1	1.29965	8	AAD3:ADH7:IDH1:NCE103:SED1:YDR042C:YIL056W:YNL134C
PUT3:DAL80	1.30047	4	ADH7:DUR3:PUT1:PUT2
XBP1:RAP1	1.30068	7	BSC3:YDR544C:YLR463C:YNL338W:YRF11:YRF15:YRF16
SKN7:RTG1	1.3031	5	ACO1:IDH2:MAK32:STB4:YCR018CA
SWI5:HAP4	1.30486	8	COS1:YBL111C:YDR543C:YER188CA:YER189W:YRF11:YRF13:YRF17
XBP1:HAL9	1.30565	2	YNL337W:YRF16
GCN4:AZF1	1.30582	3	CAN1:LYS9:NPR2
INO2:SUT1	1.30616	2	ACS2:MOT3
YFL044C:MCM1	1.30633	1	CDC28
TOS8:AFT2	1.3067	17	ECM33:FIT3:FRE5:ISU2:PAU4:PAU6:SLM4:YDR544C:YHL045W:YHL046C:YMR324C:YMR325W:YNL337W:YOL161C:YOR227W:YPL282C:YRF11
RDS1:MCM1	1.30701	3	ERG28:STB6:YDR210WD
YHP1:HMS2	1.30736	3	FEN2:YDR286C:YDR287W
RME1:FKH2	1.30992	4	YER078C:YER078WA:YER079W:YIL158W
ARG80:AFT2	1.31053	2	CPA1:YOR302W
MBP1:NDT80	1.31147	2	YDR084C:YMR258C
YAP5:RLM1	1.31179	7	BSC3:IME2:MUM2:SRL3:YJL107C:YLR463C:YRF15
STP4:UME6	1.31199	1	POT1
PLM2:TOS4	1.31208	19	AIR2:CDC19:COS12:CYC3:DMC1:FAF1:HIS6:IMP3:MRPL6:RAM1:SNG1:YBR042C:YBR261C:YDL089W:YER139C:YER140W:YGR198W:YNR040W:ZRG17
HAL9:GCR1	1.31233	1	ADH1
UPC2:PIP2	1.31268	1	YBR159W
YAP6:RPH1	1.31305	5	AAD3:ADH7:FLO1:YDR084C:ZWF1
ARG81:CIN5	1.32043	4	CPA1:OYE2:YKL107W:YOR302W
MIG3:CIN5	1.32117	1	HXT16
TEC1:LEU3	1.32129	3	YER189W:YNL337W:YRF12
HSF1:PUT3	1.3215	9	AHP1:CTH1:FTH1:GIR2:MMT1:TIP41:YLR108C:YPR038W:YPR039W
PLM2:YAP3	1.32301	2	YAR009C:YFR057W
TOS4:CAT8	1.3231	1	JEN1
GAT1:MSS11	1.32345	1	HIM1
UME6:FZF1	1.32345	2	VPS55:YPL034W
MET31:AFT2	1.3235	3	MRPL4:RIX7:YLL033W
FKH2:TYE7	1.32408	8	ADH4:BPT1:CKS1:CWP2:ERG26:HSL7:MNT2:YKL097C
MBP1:ARG81	1.3259	4	EGD2:MDM31:NVJ1:YDR084C
PDR1:YOX1	1.32626	18	BSP1:COS3:FRE3:RPL16B:RPL33A:YDR544C:YFR017C:YHL049C:YLL065W:YLL066C:YML133C:YNL337W:YNL338W:YPR170C:YRF11:YRF13:YRF16:YRF17
YFL044C:PHD1	1.32678	1	PAC2
PDR1:HAL9	1.3269	3	COS1:YNL337W:YRF16
YER130C:AFT2	1.32784	1	ATX1
MSN4:AZF1	1.3286	3	ERG6:YAP1:YDR042C
INO2:FKH2	1.32908	5	EKI1:PHO5:SSF2:SWI5:WTM1
TOS8:LEU3	1.3291	8	CCT8:COS1:ISU2:NOC4:YFR007W:YNL337W:YOR227W:YRF16
SKO1:AFT2	1.32916	2	FIT1:YHR033W
SWI5:MAC1	1.32925	4	FUN26:PRP9:YAR009C:YLR035CA
MAL33:TYE7	1.32961	2	NCP1:SRB2
UME6:DAL81	1.33078	11	AGP1:CHO2:FRS2:GAT1:GDH2:GNP1:ICY1:KCC4:SMT3:UGA4:YLR112W
MAL33:RME1	1.33084	1	YFR017C
GCN4:CAT8	1.33155	1	PCK1
RPN4:GZF3	1.33177	4	ERG26:YNL337W:YNL338W:YRF16
SIP4:HAP4	1.33182	2	YER189W:YOL079W
DAL81:RLM1	1.33346	4	CCW12:HOG1:MNN1:YOR315W
INO2:MCM1	1.33364	4	EKI1:RNH202:SWI5:YDR278C
MET32:SKO1	1.33368	1	SED1
CAD1:YAP5	1.33499	6	AFG2:HSL1:MSR1:VPS55:YLL065W:YLL066C
AFT2:ROX1	1.33636	12	AAD3:ADH7:APT2:MSR1:OLE1:XBP1:YDR442W:YDR544C:YEL070W:YIR020C:YNL337W:YRF11
HMLALPHA2:MSN2	1.3385	1	STE5
ASH1:YAP7	1.33873	4	ARG3:SKM1:YNL260C:YOL114C
HMS2:HAP1	1.34042	3	ERG28:UTH1:YKR040C
PHO2:GAT1	1.34277	4	ERG26:MKC7:TAF12:YJR011C
DAL81:ASH1	1.3433	3	ARG3:UTH1:YKR040C
PDR3:RLM1	1.34354	1	IPT1
ADR1:YAP1	1.34404	4	PRP21:RCY1:RPS22B:YDR084C
TEC1:PHO2	1.34404	4	AAD3:ADE1:BPT1:SIM1
PDC2:RCS1	1.34408	1	YDR042C
ACE2:MOT3	1.34577	3	AFG2:UTH1:YKR040C
RME1:AFT2	1.34589	4	UBC8:YER078C:YER079W:YFR017C
GLN3:YOX1	1.34636	19	ENA1:ERG26:IZH3:MAK32:MRPL24:PTR2:RPS0B:RSM10:SED1:SRP40:UGA4:UTH1:VAB2:YCR018CA:YDR278C:YEA4:YKR040C:YLR047C:YPL056C
SWI5:SKN7	1.34636	14	AMN1:CHS1:DDR48:FRS2:GAT1:HOR7:ICS2:MFA2:MMF1:PCL7:PIL1:SMP2:YMR172CA:YMR173WA
PHO4:NDT80	1.34752	1	PPA2
GAT3:SFP1	1.3487	2	RPL13A:RPS16B
HAP4:CUP9	1.34952	2	YBL029CA:YBL029W
STP1:CIN5	1.35043	9	AGP1:GLY1:GNP1:IES6:KCC4:SMT3:YDR042C:YEL045C:YJR011C
RTG3:MET4	1.35053	2	ORC3:SPO75
WAR1:ROX1	1.35244	1	POL5
STP4:YAP6	1.35263	1	YNL337W
PHD1:MAC1	1.35267	4	CUP9:FET4:FTR1:LSM5
YAP6:MSN1	1.35317	1	MUC1
YJL206C:CHA4	1.35372	1	YIL002WA
SUM1:MAC1	1.35418	2	COQ6:GND2
NRG1:ACE2	1.35422	11	CDC6:FLO9:ICS2:PRY3:RMI1:SFL1:SNQ2:YDR010C:YFR017C:YOR138C:YPL025C
SUM1:GLN3	1.35584	4	DAL1:DAL4:SPS2:YOR315W
HMS2:PHD1	1.35593	3	MGA1:SPO20:STB4
RME1:MET31	1.3563	1	AAT2
CIN5:AFT2	1.35647	18	APT2:CPA1:LAP4:MMT1:NMA2:SEC9:SMF3:SOF1:YDR442W:YGR011W:YHL045W:YHL046C:YIR020C:YKL223W:YKL224C:YMR265C:YMR266W:YOR302W
MSN4:RLM1	1.357	7	AFR1:BSC3:IPT1:SNF11:YDR210WD:YLR463C:YRF15
TOS8:CST6	1.3582	3	PEX32:POP7:YFR007W
MAL33:RTG1	1.35888	1	AFG2
NDT80:SKN7	1.35897	2	AFT2:SPS4
RME1:RIM101	1.35943	2	IME1:YAL004W
THI2:HCM1	1.36023	6	ARN1:MAK32:SSL1:YCR018CA:YHL039W:YLR004C
